지점명,주소,브랜드,주소1,주소2,주소3
전북대,전라북도 전주시 덕진구 명륜4길 17,롯데리아,전라북도,전주시,덕진구 명륜4길 17
익산제일,전라북도 익산시 무왕로13길 13,롯데리아,전라북도,익산시,무왕로13길 13
화성비봉,경기도 화성시 비봉면 양노로 78-5,롯데리아,경기도,화성시,비봉면 양노로 78-5
제천강저,충청북도 제천시 강저로 226,롯데리아,충청북도,제천시,강저로 226
메가마트동래,부산광역시 동래구 충렬대로  197 메가마트동래점 2F,롯데리아,부산광역시,동래구,충렬대로  197 메가마트동래점 2F
김해장유,경상남도 김해시 능동로167번길 1,롯데리아,경상남도,김해시,능동로167번길 1
부천송내D/T,경기도 부천시 소사구 경인로 36,롯데리아,경기도,부천시,소사구 경인로 36
롯데백인천터미널,인천광역시 남구 연남로 35,롯데리아,인천광역시,남구,연남로 35
광주첨단,광주광역시 광산구 첨단중앙로 152,롯데리아,광주광역시,광산구,첨단중앙로 152
홈플러스광주하남,광주광역시 광산구 용아로 390,롯데리아,광주광역시,광산구,용아로 390
수원영통,경기도 수원시 영통구 청명남로 21,롯데리아,경기도,수원시,영통구 청명남로 21
창원대동백화점,경상남도 창원시 성산구 원이대로 730 대동백화점,롯데리아,경상남도,창원시,성산구 원이대로 730 대동백화점
구미산동,경상북도 구미시 신당1로2길 1동 1층,롯데리아,경상북도,구미시,신당1로2길 1동 1층
롯데마트영통,경기도 수원시 영통구 봉영로 1579,롯데리아,경기도,수원시,영통구 봉영로 1579
미사역,경기도 하남시 미사강변중앙로 218,롯데리아,경기도,하남시,미사강변중앙로 218
진해자은,경상남도 창원시 진해구 냉천로 164,롯데리아,경상남도,창원시,진해구 냉천로 164
수원고색,경기도 수원시 권선구 매송고색로691번길 18,롯데리아,경기도,수원시,권선구 매송고색로691번길 18
전북진안,전라북도 진안군 진안읍 진무로 1093 1층 롯데리아,롯데리아,전라북도,진안군,진안읍 진무로 1093 1층 롯데리아
동탄주거단지,경기도 화성시 동탄순환대로18길 16,롯데리아,경기도,화성시,동탄순환대로18길 16
안성중앙대,경기도 안성시 대덕면 대학2길 22,롯데리아,경기도,안성시,대덕면 대학2길 22
영남대D/T,경상북도 경산시 대학로 316,롯데리아,경상북도,경산시,대학로 316
홈플러스중계,서울특별시 노원구 동일로204가길 12,롯데리아,서울특별시,노원구,동일로204가길 12
광교,경기도 수원시 영통구 도청로89번길 43,롯데리아,경기도,수원시,영통구 도청로89번길 43
롯데마트중계,서울특별시 노원구 노원로 330,롯데리아,서울특별시,노원구,노원로 330
가평설악,경기도 가평군 설악면 신천중앙로 98,롯데리아,경기도,가평군,설악면 신천중앙로 98
부산괴정,부산광역시 사하구 괴정동 970-2,롯데리아,부산광역시,사하구,괴정동 970-2
경남대,경상남도 창원시 마산합포구 가포로 8,롯데리아,경상남도,창원시,마산합포구 가포로 8
서산해미,충청남도 서산시 해미면 남문2로 121,롯데리아,충청남도,서산시,해미면 남문2로 121
서산테크노밸리,충청남도 서산시 성연면 성연4로 27-28,롯데리아,충청남도,서산시,성연면 성연4로 27-28
하나로제주성산,제주특별자치도 서귀포시 성산읍 일주동로 4282,롯데리아,제주특별자치도,서귀포시,성산읍 일주동로 4282
파주야당역,경기도 파주시 경의로 1092,롯데리아,경기도,파주시,경의로 1092
밀양하남,경상남도 밀양시 하남읍 수산중앙로 93-1,롯데리아,경상남도,밀양시,하남읍 수산중앙로 93-1
인천도화,인천광역시 남구 숙골로 100,롯데리아,인천광역시,남구,숙골로 100
광주퇴촌,경기도 광주시 퇴촌면 천진암로 354,롯데리아,경기도,광주시,퇴촌면 천진암로 354
여수예술랜드,전라남도 여수시 돌산읍 무술목길 142-1,롯데리아,전라남도,여수시,돌산읍 무술목길 142-1
용인남사,경기도 용인시 처인구 남사면 한숲로 54 1층 104호,롯데리아,경기도,용인시,처인구 남사면 한숲로 54 1층 104호
장생포,울산광역시 남구 장생포고래로 244,롯데리아,울산광역시,남구,장생포고래로 244
용인송전,"경기도 용인시 처인구 이동면 경기동로687번길 22번길, 103,104호",롯데리아,경기도,용인시,"처인구 이동면 경기동로687번길 22번길, 103,104호"
왕십리역사,서울특별시 성동구 왕십리광장로 17,롯데리아,서울특별시,성동구,왕십리광장로 17
화곡역,서울특별시 강서구 화곡로 157,롯데리아,서울특별시,강서구,화곡로 157
홈플러스울산남구,울산광역시 남구 수암로 148,롯데리아,울산광역시,남구,수암로 148
파주광탄,경기도 파주시 광탄면 혜음로 1128-1,롯데리아,경기도,파주시,광탄면 혜음로 1128-1
부산서동,부산광역시 금정구 서동로 159-7,롯데리아,부산광역시,금정구,서동로 159-7
인천가정,인천광역시 서구 염곡로498번길 18,롯데리아,인천광역시,서구,염곡로498번길 18
순천조례,전라남도 순천시 봉화2길 113,롯데리아,전라남도,순천시,봉화2길 113
롯데마트동래,부산광역시 동래구 중앙대로 1393,롯데리아,부산광역시,동래구,중앙대로 1393
서충주신도시,충청북도 충주시 중앙탑면 기업도시로 222,롯데리아,충청북도,충주시,중앙탑면 기업도시로 222
대전세이,대전광역시 중구 계백로 1700,롯데리아,대전광역시,중구,계백로 1700
밀양삼문,경상남도 밀양시 중앙로 241,롯데리아,경상남도,밀양시,중앙로 241
방배역,서울특별시 서초구 방배로 96,롯데리아,서울특별시,서초구,방배로 96
안동문화의거리,경상북도 안동시 서동문로 176,롯데리아,경상북도,안동시,서동문로 176
경북의성,경상북도 의성군 의성읍 동서1길 26,롯데리아,경상북도,의성군,의성읍 동서1길 26
오남어람,경기도 남양주시 오남읍 진건오남로 511,롯데리아,경기도,남양주시,오남읍 진건오남로 511
전남곡성,전라남도 곡성군 곡성읍 곡성로 817,롯데리아,전라남도,곡성군,곡성읍 곡성로 817
해운대D/T,부산광역시 해운대구 해운대로 592,롯데리아,부산광역시,해운대구,해운대로 592
강남일원,서울특별시 강남구 양재대로55길 21,롯데리아,서울특별시,강남구,양재대로55길 21
금정역,경기도 군포시 산본천로 213,롯데리아,경기도,군포시,산본천로 213
서면지하상가,부산광역시 부산진구 가야대로 743,롯데리아,부산광역시,부산진구,가야대로 743
경북신영주,경상북도 영주시 대학로12번길 4,롯데리아,경상북도,영주시,대학로12번길 4
음성삼성,충청북도 음성군 삼성면 덕정로30번길 7-2,롯데리아,충청북도,음성군,삼성면 덕정로30번길 7-2
여수죽림,전라남도 여수시 소라면 죽림로 3,롯데리아,전라남도,여수시,소라면 죽림로 3
원주흥업,강원도 원주시 흥업면 남원로 52-5,롯데리아,강원도,원주시,흥업면 남원로 52-5
동탄CGV,경기도 화성시 동탄대로 537,롯데리아,경기도,화성시,동탄대로 537
창천,서울특별시 서대문구 신촌로 15,롯데리아,서울특별시,서대문구,신촌로 15
김포국제공항국내선청사4F,서울특별시 강서구 하늘길 112,롯데리아,서울특별시,강서구,하늘길 112
부산연지,부산광역시 부산진구 새싹로 170,롯데리아,부산광역시,부산진구,새싹로 170
평택세교,경기도 평택시 세교로 5,롯데리아,경기도,평택시,세교로 5
평택진위D/T,경기도 평택시 진위면 경기대로 1929,롯데리아,경기도,평택시,진위면 경기대로 1929
청주옥산,충청북도 청주시 흥덕구 옥산면 청주역로 629,롯데리아,충청북도,청주시,흥덕구 옥산면 청주역로 629
춘천장학,강원도 춘천시 동면 춘천순환로 600,롯데리아,강원도,춘천시,동면 춘천순환로 600
시흥현대시장,서울특별시 금천구 독산로 독산로 128번길,롯데리아,서울특별시,금천구,독산로 독산로 128번길
인천공항제2여객터미널3층,인천광역시 중구 공항로 271,롯데리아,인천광역시,중구,공항로 271
부산광안역,부산광역시 수영구 수영로 581,롯데리아,부산광역시,수영구,수영로 581
인천공항제2여객터미널1층,인천광역시 중구 제2터미널대로 446,롯데리아,인천광역시,중구,제2터미널대로 446
구리갈매,"경기도 구리시 갈매중앙로 91, 105호",롯데리아,경기도,구리시,"갈매중앙로 91, 105호"
당진기지시,충청남도 당진시 송악읍 반촌로 기지시리 153-9,롯데리아,충청남도,당진시,송악읍 반촌로 기지시리 153-9
포항법원,경상북도 포항시 북구 신덕로 274,롯데리아,경상북도,포항시,북구 신덕로 274
순천용당,전라남도 순천시 삼산로 102,롯데리아,전라남도,순천시,삼산로 102
울산삼산D/I,울산광역시 남구 화합로 194,롯데리아,울산광역시,남구,화합로 194
구미신평D/T,경상북도 구미시 구미대로 389(신평동),롯데리아,경상북도,구미시,구미대로 389(신평동)
보라매타운,서울특별시 관악구 보라매로5길 35,롯데리아,서울특별시,관악구,보라매로5길 35
진해남문,경상남도 창원시 진해구 남영로55번길 5,롯데리아,경상남도,창원시,진해구 남영로55번길 5
시흥휴게소,경기도 시흥시 서울외곽순환고속도로 105,롯데리아,경기도,시흥시,서울외곽순환고속도로 105
청량리역사,서울특별시 동대문구 왕산로 왕산로 214길,롯데리아,서울특별시,동대문구,왕산로 왕산로 214길
용인시청D/T,경기도 용인시 처인구 중부대로 1137,롯데리아,경기도,용인시,처인구 중부대로 1137
전북장수,전라북도 장수군 장수읍 성산길 2,롯데리아,전라북도,장수군,장수읍 성산길 2
목동킴스클럽,서울특별시 양천구 목동동로 309,롯데리아,서울특별시,양천구,목동동로 309
롯데마트김포한강신도시,경기도 김포시 김포한강2로 41,롯데리아,경기도,김포시,김포한강2로 41
부산지사,부산광역시 강서구 과학산단2로 12,롯데리아,부산광역시,강서구,과학산단2로 12
경주보문,경상북도 경주시 보문로 465-67,롯데리아,경상북도,경주시,보문로 465-67
벌교,전라남도 보성군 벌교읍 채동선로 223-1,롯데리아,전라남도,보성군,벌교읍 채동선로 223-1
용인백암,경기도 용인시 처인구 백암면 백암로 186번길3,롯데리아,경기도,용인시,처인구 백암면 백암로 186번길3
울릉도,경상북도 울릉군 울릉읍 도동길 118,롯데리아,경상북도,울릉군,울릉읍 도동길 118
대전도안,대전광역시 서구 원도안로179번길 76-9,롯데리아,대전광역시,서구,원도안로179번길 76-9
롯데속초리조트,강원도 속초시 대포항길 186,롯데리아,강원도,속초시,대포항길 186
내린천휴게소,강원도 인제군 상남면 서울양양고속도로 117,롯데리아,강원도,인제군,상남면 서울양양고속도로 117
의정부낙양,경기도 의정부시 용민로 407,롯데리아,경기도,의정부시,용민로 407
양주옥정,경기도 양주시 회천남로 (목정동 M타워),롯데리아,경기도,양주시,회천남로 (목정동 M타워)
롯데마트시흥배곧,경기도 시흥시 서울대학로278번길 67,롯데리아,경기도,시흥시,서울대학로278번길 67
울산역사,울산광역시 울주군 삼남면 울산역로 177,롯데리아,울산광역시,울주군,삼남면 울산역로 177
송파하비오,서울특별시 송파구 송파대로 111,롯데리아,서울특별시,송파구,송파대로 111
광주하남2지구,광주광역시 광산구 용아로379번길 54,롯데리아,광주광역시,광산구,용아로379번길 54
충북혁신도시,충청북도 음성군 맹동면 대하3길 위너스타워,롯데리아,충청북도,음성군,맹동면 대하3길 위너스타워
배곧신도시,경기도 시흥시 배곧4로 103,롯데리아,경기도,시흥시,배곧4로 103
제주표선해변,제주특별자치도 서귀포시 표선면 표선백사로 127,롯데리아,제주특별자치도,서귀포시,표선면 표선백사로 127
하나로고양,경기도 고양시 일산서구 대화로 362,롯데리아,경기도,고양시,일산서구 대화로 362
부산남산정역,부산광역시 북구 만덕3로 21,롯데리아,부산광역시,북구,만덕3로 21
울산정자해변,울산광역시 북구 화암길 3,롯데리아,울산광역시,북구,화암길 3
롯데마트서울양평,서울특별시 영등포구 선유로 138,롯데리아,서울특별시,영등포구,선유로 138
마산현동,경상남도 창원시 마산합포구 현동7길 28,롯데리아,경상남도,창원시,마산합포구 현동7길 28
부산전포,부산광역시 부산진구 전포대로200번길 17,롯데리아,부산광역시,부산진구,전포대로200번길 17
해운대백병원,부산광역시 해운대구 해운대로 875,롯데리아,부산광역시,해운대구,해운대로 875
신부산역사,부산광역시 동구 중앙대로 206,롯데리아,부산광역시,동구,중앙대로 206
양주광적,경기도 양주시 광적면 삼일로 11,롯데리아,경기도,양주시,광적면 삼일로 11
천안불당,충청남도 천안시 서북구 불당10길 -,롯데리아,충청남도,천안시,서북구 불당10길 -
울산우정,울산광역시 중구 유곡로 20,롯데리아,울산광역시,중구,유곡로 20
하나로마트광주수완,광주광역시 광산구 임방울대로 261,롯데리아,광주광역시,광산구,임방울대로 261
대전죽동,대전광역시 유성구 죽동로279번길 16,롯데리아,대전광역시,유성구,죽동로279번길 16
향남2신도시,경기도 화성시 향남읍 발안로 발안양감로,롯데리아,경기도,화성시,향남읍 발안로 발안양감로
익산역,전라북도 익산시 익산대로 158-1,롯데리아,전라북도,익산시,익산대로 158-1
백령도,인천광역시 옹진군 백령면 백령로 236,롯데리아,인천광역시,옹진군,백령면 백령로 236
평내,경기도 남양주시 경춘로1256번길 34,롯데리아,경기도,남양주시,경춘로1256번길 34
인천서구,인천광역시 서구 가정로 361,롯데리아,인천광역시,서구,가정로 361
전주평화,전라북도 전주시 완산구 모악로 4754,롯데리아,전라북도,전주시,완산구 모악로 4754
아산테크노밸리,충청남도 아산시 둔포면 아산밸리중앙로 82,롯데리아,충청남도,아산시,둔포면 아산밸리중앙로 82
진주상봉,경상남도 진주시 의병로 56,롯데리아,경상남도,진주시,의병로 56
대전산성,대전광역시 중구 보문산로 45-1,롯데리아,대전광역시,중구,보문산로 45-1
포항효자,경상북도 포항시 남구 효자동길 12,롯데리아,경상북도,포항시,남구 효자동길 12
홈플러스파주운정,경기도 파주시 청암로 17번길 17,롯데리아,경기도,파주시,청암로 17번길 17
오산세교D/T,경기도 오산시 경기대로 859,롯데리아,경기도,오산시,경기대로 859
순천오천,전라남도 순천시 오천6길 19,롯데리아,전라남도,순천시,오천6길 19
안산와동,경기도 안산시 단원구 와동로 43,롯데리아,경기도,안산시,단원구 와동로 43
장한평역,서울특별시 동대문구 천호대로 401,롯데리아,서울특별시,동대문구,천호대로 401
충주용산,충청북도 충주시 남산로 73,롯데리아,충청북도,충주시,남산로 73
안양석수D/T,경기도 안양시 만안구 경수대로 1401,롯데리아,경기도,안양시,만안구 경수대로 1401
양산증산,경상남도 양산시 물금읍 증산역로 153 정우프라자,롯데리아,경상남도,양산시,물금읍 증산역로 153 정우프라자
목감신도시,경기도 시흥시 목감우회로114번길 롯데리아,롯데리아,경기도,시흥시,목감우회로114번길 롯데리아
부산명지국제신도시,부산광역시 강서구 명지국제6로 부산 강서구 명지국제8로 233 1,롯데리아,부산광역시,강서구,명지국제6로 부산 강서구 명지국제8로 233 1
중화역,서울특별시 중랑구 동일로 802,롯데리아,서울특별시,중랑구,동일로 802
아산북수,충청남도 아산시 배방읍 북수로 121,롯데리아,충청남도,아산시,배방읍 북수로 121
동탄역사,경기도 화성시 동탄면 동탄기흥로257번가길 111,롯데리아,경기도,화성시,동탄면 동탄기흥로257번가길 111
수서역사,서울특별시 강남구 밤고개로 99 SRT수서역사 지하1층,롯데리아,서울특별시,강남구,밤고개로 99 SRT수서역사 지하1층
대구금호사수,대구광역시 북구 한강로4길 9,롯데리아,대구광역시,북구,한강로4길 9
경북도청,"경상북도 안동시 풍천면 천년숲서로 29, 1층 116호",롯데리아,경상북도,안동시,"풍천면 천년숲서로 29, 1층 116호"
진주신안,경상남도 진주시 진양호로 282,롯데리아,경상남도,진주시,진양호로 282
양산물금,경상남도 양산시 물금읍 야리로 17,롯데리아,경상남도,양산시,물금읍 야리로 17
제기역,서울특별시 동대문구 왕산로 86,롯데리아,서울특별시,동대문구,왕산로 86
안성휴게소(상),경기도 안성시 원곡면 경부고속도로 372,롯데리아,경기도,안성시,원곡면 경부고속도로 372
대구세천,대구광역시 달성군 다사읍 세천남로 1581-6,롯데리아,대구광역시,달성군,다사읍 세천남로 1581-6
수원연무,경기도 수원시 장안구 창룡대로 197,롯데리아,경기도,수원시,장안구 창룡대로 197
경기대역,경기도 수원시 영통구 대학4로 9,롯데리아,경기도,수원시,영통구 대학4로 9
파주적성,경기도 파주시 적성면 마지리 46-8,롯데리아,경기도,파주시,적성면 마지리 46-8
양재동,서울특별시 서초구 동산로 22,롯데리아,서울특별시,서초구,동산로 22
정읍상동,전라북도 정읍시 신경2길 28,롯데리아,전라북도,정읍시,신경2길 28
영등포롯데,서울특별시 영등포구 경인로 846 롯데백화점 영등포점 지하1층,롯데리아,서울특별시,영등포구,경인로 846 롯데백화점 영등포점 지하1층
영등포역사,서울특별시 영등포구 경인로102길 13,롯데리아,서울특별시,영등포구,경인로102길 13
대구가창D/T,대구광역시 달성군 가창면 가창로 1075,롯데리아,대구광역시,달성군,가창면 가창로 1075
포일IT,경기도 의왕시 포일세거리로 10,롯데리아,경기도,의왕시,포일세거리로 10
안성맞춤휴게소(상),경기도 안성시 서운면 평택제천고속도로 41,롯데리아,경기도,안성시,서운면 평택제천고속도로 41
안성맞춤휴게소(하),경기도 안성시 서운면 평택제천고속도로 40,롯데리아,경기도,안성시,서운면 평택제천고속도로 40
죽암휴게소(하)D/T,충청북도 청주시 서원구 현도면 경부고속도로 289,롯데리아,충청북도,청주시,서원구 현도면 경부고속도로 289
용인모현,경기도 용인시 처인구 모현면 백옥대로 2387,롯데리아,경기도,용인시,처인구 모현면 백옥대로 2387
부산해운대좌동,부산광역시 해운대구 좌동순환로 74,롯데리아,부산광역시,해운대구,좌동순환로 74
평택안중D/I,경기도 평택시 안중읍 안현로서9길 5,롯데리아,경기도,평택시,안중읍 안현로서9길 5
화성반월,경기도 화성시 영통로27번길 1,롯데리아,경기도,화성시,영통로27번길 1
남성역,서울특별시 동작구 사당로 200,롯데리아,서울특별시,동작구,사당로 200
울산옥동타워,울산광역시 남구 문수로 399,롯데리아,울산광역시,남구,문수로 399
영주가흥,경상북도 영주시 대동로31번길 2,롯데리아,경상북도,영주시,대동로31번길 2
전주하가D/I,전라북도 전주시 덕진구 덕진동2가 392-7,롯데리아,전라북도,전주시,덕진구 덕진동2가 392-7
용인천리,경기도 용인시 처인구 이동면 백옥대로 641,롯데리아,경기도,용인시,처인구 이동면 백옥대로 641
부산재송,부산광역시 해운대구 재반로 86,롯데리아,부산광역시,해운대구,재반로 86
고성간성,강원도 고성군 간성읍 간성로 59-1,롯데리아,강원도,고성군,간성읍 간성로 59-1
오창2산단,충청북도 청주시 청원구 오창읍 주성1길 5,롯데리아,충청북도,청주시,청원구 오창읍 주성1길 5
부산민락,부산광역시 수영구 광안해변로 282,롯데리아,부산광역시,수영구,광안해변로 282
이천하이닉스,경기도 이천시 경충대로 2096-4,롯데리아,경기도,이천시,경충대로 2096-4
파주당동,경기도 파주시 문산읍 방촌로 1719-57,롯데리아,경기도,파주시,문산읍 방촌로 1719-57
현풍테크노폴리스,대구광역시 달성군 유가면 테크노대로 61,롯데리아,대구광역시,달성군,유가면 테크노대로 61
수지풍덕천,경기도 용인시 수지구 풍덕천로 133,롯데리아,경기도,용인시,수지구 풍덕천로 133
의정부민락,"경기도 의정부시 천보로 44, 해동본타워 1층 102호",롯데리아,경기도,의정부시,"천보로 44, 해동본타워 1층 102호"
광주백운,광주광역시 남구 독립로 100-1,롯데리아,광주광역시,남구,독립로 100-1
세종종촌,세종특별자치시  도움1로 108,롯데리아,세종특별자치시,종촌동,도움1로 108
부산신호,부산광역시 강서구 신호산단2로27번길 3,롯데리아,부산광역시,강서구,신호산단2로27번길 3
전남함평,전라남도 함평군 함평읍 중앙길 21,롯데리아,전라남도,함평군,함평읍 중앙길 21
울산명촌,울산광역시 북구 명촌로 45,롯데리아,울산광역시,북구,명촌로 45
위례역,경기도 성남시 수정구 위례광장로 25,롯데리아,경기도,성남시,수정구 위례광장로 25
안산부곡,경기도 안산시 상록구 부곡로 118,롯데리아,경기도,안산시,상록구 부곡로 118
청주내수,충청북도 청주시 청원구 내수읍 마산2길 49,롯데리아,충청북도,청주시,청원구 내수읍 마산2길 49
김천혁신도시,경상북도 김천시 혁신4로 7,롯데리아,경상북도,김천시,혁신4로 7
인덕원역,경기도 안양시 동안구 흥안대로 527,롯데리아,경기도,안양시,동안구 흥안대로 527
주안,인천광역시 남구 주안로 지하86,롯데리아,인천광역시,남구,주안로 지하86
제주한림,제주특별자치도 제주시 한림읍 936-7,롯데리아,제주특별자치도,제주시,한림읍 936-7
동탄커뮤니티,"경기도 화성시 동탄순환대로 685, 104호",롯데리아,경기도,화성시,"동탄순환대로 685, 104호"
구미문성,경상북도 구미시 고아읍 들성로 213,롯데리아,경상북도,구미시,고아읍 들성로 213
충남도청,충청남도 홍성군 홍북면 의향로 263,롯데리아,충청남도,홍성군,홍북면 의향로 263
평택청북D/T,경기도 평택시 청북면 서해로 1540,롯데리아,경기도,평택시,청북면 서해로 1540
보령동대,충청남도 보령시 주공로 5,롯데리아,충청남도,보령시,주공로 5
춘천우두,강원도 춘천시 충열로 39,롯데리아,강원도,춘천시,충열로 39
대구율하중앙,대구광역시 동구 안심로22길 40-5,롯데리아,대구광역시,동구,안심로22길 40-5
무주리조트,"전라북도 무주군 설천면 만선로 185, 1층",롯데리아,전라북도,무주군,"설천면 만선로 185, 1층"
롯데마트마산양덕,경상남도 창원시 마산회원구 삼호로 80,롯데리아,경상남도,창원시,마산회원구 삼호로 80
용산서계,서울특별시 마포구 만리재로 150-1,롯데리아,서울특별시,마포구,만리재로 150-1
구월아시아드,인천광역시 남구 인하로 563,롯데리아,인천광역시,남구,인하로 563
울산반구,울산광역시 중구 염포로 21,롯데리아,울산광역시,중구,염포로 21
시흥하중,경기도 시흥시 하중로 213-1,롯데리아,경기도,시흥시,하중로 213-1
세종부강,세종특별자치시  부강면 부강로 42,롯데리아,세종특별자치시,부강동,부강면 부강로 42
홈플러스송도,인천광역시 연수구 송도국제대로 -,롯데리아,인천광역시,연수구,송도국제대로 -
인천학산,인천광역시 남구 한나루로 389,롯데리아,인천광역시,남구,한나루로 389
창원감계,경상남도 창원시 의창구 북면 동전로45번길 23,롯데리아,경상남도,창원시,의창구 북면 동전로45번길 23
전남구례,전라남도 구례군 구례읍 봉성로 70,롯데리아,전라남도,구례군,구례읍 봉성로 70
거제상문,경상남도 거제시 상동동 590-1,롯데리아,경상남도,거제시,상동동 590-1
김천모다아울렛,"경상북도 김천시 아포읍 아포대로 1417, 김천모다아울렛 101동 3층",롯데리아,경상북도,김천시,"아포읍 아포대로 1417, 김천모다아울렛 101동 3층"
인천공항A/S동편,인천광역시 중구 운서동 2851,롯데리아,인천광역시,중구,운서동 2851
서대문역,서울특별시 서대문구 충정로2가 8-2,롯데리아,서울특별시,서대문구,충정로2가 8-2
인천공항1층,인천광역시 중구 운서동 2851,롯데리아,인천광역시,중구,운서동 2851
자운대,대전광역시 유성구 자운로97번길 1층,롯데리아,대전광역시,유성구,자운로97번길 1층
청주강내,충청북도 청원군 강내면 탑연리 277-2,롯데리아,충청북도,청원군,강내면 탑연리 277-2
삼양사거리,서울특별시 강북구 미아동 701-5,롯데리아,서울특별시,강북구,미아동 701-5
롯데아울렛고양터미널,경기도 고양시 일산동구 백석동 1242,롯데리아,경기도,고양시,일산동구 백석동 1242
모슬포,제주특별자치도 서귀포시 대정읍 하모리 2143-3,롯데리아,제주특별자치도,서귀포시,대정읍 하모리 2143-3
부산송도,부산광역시 서구 암남동 334-11,롯데리아,부산광역시,서구,암남동 334-11
용인휴게소(상),경기도 용인시 처인구 고림동 89,롯데리아,경기도,용인시,처인구 고림동 89
패션아일랜드대전,대전광역시 동구 가오동 557,롯데리아,대전광역시,동구,가오동 557
대구역사,대구광역시 북구 칠성동2가 302-155,롯데리아,대구광역시,북구,칠성동2가 302-155
전주도청,전라북도 전주시 완산구 효자동2가 1239-4,롯데리아,전라북도,전주시,완산구 효자동2가 1239-4
당진신평,충청남도 당진군 신평면 거산리 15-6,롯데리아,충청남도,당진군,신평면 거산리 15-6
일산웨스턴돔,경기도 고양시 일산동구 장항동 855,롯데리아,경기도,고양시,일산동구 장항동 855
광주선운,광주광역시 광산구 선암동 569,롯데리아,광주광역시,광산구,선암동 569
평택비전,경기도 평택시 비전동 1012 J타워 1층,롯데리아,경기도,평택시,비전동 1012 J타워 1층
고양원흥,경기도 고양시 덕양구 도내동 957,롯데리아,경기도,고양시,덕양구 도내동 957
천왕역,서울특별시 구로구 오류동 306-4,롯데리아,서울특별시,구로구,오류동 306-4
아산용화,충청남도 아산시 용화동 1405,롯데리아,충청남도,아산시,용화동 1405
아산신창,충청남도 아산시 배미동 240 1층,롯데리아,충청남도,아산시,배미동 240 1층
외대역,서울특별시 동대문구 휘경로 5-1,롯데리아,서울특별시,동대문구,휘경로 5-1
화성화산D/T,경기도 화성시 안녕동 37-89,롯데리아,경기도,화성시,안녕동 37-89
청주지웰,충청북도 청주시 흥덕구 복대동 288-115 1층,롯데리아,충청북도,청주시,흥덕구 복대동 288-115 1층
서울대입구역,서울특별시 관악구 봉천동 863-1,롯데리아,서울특별시,관악구,봉천동 863-1
대전월평,대전광역시 서구 월평동 912 1층,롯데리아,대전광역시,서구,월평동 912 1층
신방화역,"서울특별시 강서구 방화동 B2-2 마곡SB타운 117호, 118호, 208-1호",롯데리아,서울특별시,강서구,"방화동 B2-2 마곡SB타운 117호, 118호, 208-1호"
강릉주문진,강원도 강릉시 주문진읍 주문리 323-6,롯데리아,강원도,강릉시,주문진읍 주문리 323-6
진주초전D/I,경상남도 진주시 대신로 474,롯데리아,경상남도,진주시,대신로 474
서동탄역,경기도 화성시 능동 1154-8,롯데리아,경기도,화성시,능동 1154-8
오목천D/T,경기도 수원시 권선구 오목천동 316-1,롯데리아,경기도,수원시,권선구 오목천동 316-1
가평현리,경기도 가평군 하면 현리 가평군 하면 현리 409-11,롯데리아,경기도,가평군,하면 현리 가평군 하면 현리 409-11
천안통정,충청남도 천안시 동남구 신방동 1534,롯데리아,충청남도,천안시,동남구 신방동 1534
성남도촌,경기도 성남시 중원구 도촌동 604,롯데리아,경기도,성남시,중원구 도촌동 604
롯데이천아울렛,경기도 이천시 호법면 단천리 산51-7,롯데리아,경기도,이천시,호법면 단천리 산51-7
제주외도D/T,제주특별자치도 제주시 외도2동 343-9,롯데리아,제주특별자치도,제주시,외도2동 343-9
여주가남,경기도 여주군 가남면 태평리 110-7,롯데리아,경기도,여주군,가남면 태평리 110-7
충남광천,충청남도 홍성군 광천읍 189-2 1층,롯데리아,충청남도,홍성군,광천읍 189-2 1층
서울대,서울특별시 관악구 대학동 산 56-1 서울대학교 內,롯데리아,서울특별시,관악구,대학동 산 56-1 서울대학교 內
센텀프라자빌딩,부산광역시 해운대구 우동 1078-1,롯데리아,부산광역시,해운대구,우동 1078-1
광주농성D/T,광주광역시 서구 죽봉대로 21-1,롯데리아,광주광역시,서구,죽봉대로 21-1
김포구래,경기도 김포시 김포한강9로 경기도 김포시 한강9로 76번길,롯데리아,경기도,김포시,김포한강9로 경기도 김포시 한강9로 76번길
롯데아울렛동부산1층,부산광역시 기장군 기장해안로147 동부산롯데아울렛 A130,롯데리아,부산광역시,기장군,기장해안로147 동부산롯데아울렛 A130
원주반곡,강원도 원주시 반곡동 1878-8,롯데리아,강원도,원주시,반곡동 1878-8
청주율량2지구,충청북도 청주시 청원구 충청대로 174번길(주성동 343번지),롯데리아,충청북도,청주시,청원구 충청대로 174번길(주성동 343번지)
청평D/T,경기도 가평군 청평면 청평리 312-9,롯데리아,경기도,가평군,청평면 청평리 312-9
나주혁신,전라남도 나주시금천면 빛가람로 189-1,롯데리아,전라남도,나주시,금천면 빛가람로 189-1
안동용상D/T,경상북도 안동시 용상동 1076-3 SK에너지 주유소 內,롯데리아,경상북도,안동시,용상동 1076-3 SK에너지 주유소 內
전남장성,전라남도 장성군장성읍 영천로 166,롯데리아,전라남도,장성군,장성읍 영천로 166
대구월드컵대로,대구광역시 수성구 유니버시아드로 338(욱수동 121),롯데리아,대구광역시,수성구,유니버시아드로 338(욱수동 121)
부산학장,부산광역시 사상구 학장동 574-100,롯데리아,부산광역시,사상구,학장동 574-100
