지점명,주소,브랜드,주소1,주소2,주소3
춘천온의점,강원도 춘천시 온의동 588-9,버거킹,강원도,춘천시,온의동 588-9
춘천거두GS점,강원도 춘천시 동내면 춘천순환로 59,버거킹,강원도,춘천시,동내면 춘천순환로 59
오션월드점,강원도 홍천군 서면 한치골길 262,버거킹,강원도,홍천군,서면 한치골길 262
대명비발디점,강원도 홍천군 서면 한치골길 262,버거킹,강원도,홍천군,서면 한치골길 262
충북혁신도시점,충청북도 음성군 맹동면 대하2가길 11,버거킹,충청북도,음성군,맹동면 대하2가길 11
충북진천점,충청북도 진천군 진천읍 상산로 73,버거킹,충청북도,진천군,진천읍 상산로 73
충북대점,충청북도 청주시 서원구 1순환로 665-1,버거킹,충청북도,청주시,서원구 1순환로 665-1
청주산남점,충청북도 청주시 서원구 산남로 48,버거킹,충청북도,청주시,서원구 산남로 48
청주율량점,충청북도 청주시 청원구 충청대로 176,버거킹,충청북도,청주시,청원구 충청대로 176
청주터미널점,충청북도 청주시 흥덕구 풍산로 15,버거킹,충청북도,청주시,흥덕구 풍산로 15
청주예술의전당오일뱅크점,충청북도 청주시 흥덕구 직지대로 677,버거킹,충청북도,청주시,흥덕구 직지대로 677
청주복대점,충청북도 청주시 흥덕구 대농로 47,버거킹,충청북도,청주시,흥덕구 대농로 47
청주오송점,충청북도 청주시 흥덕구 오송읍 오송생명로 178,버거킹,충청북도,청주시,흥덕구 오송읍 오송생명로 178
충주연수점,충청북도 충주시 연수동산로 47,버거킹,충청북도,충주시,연수동산로 47
당진읍내점,충청남도 당진시 당진중앙1로 95,버거킹,충청남도,당진시,당진중앙1로 95
보령동대점,충청남도 보령시 한내로 16,버거킹,충청남도,보령시,한내로 16
서산호수공원점,충청남도 서산시 호수공원6로 72,버거킹,충청남도,서산시,호수공원6로 72
천안쌍용대로DT점,충청남도 천안시 동남구 쌍용대로 94,버거킹,충청남도,천안시,동남구 쌍용대로 94
천안원성DT점,충청남도 천안시 동남구 충절로 170,버거킹,충청남도,천안시,동남구 충절로 170
천안두정점,충청남도 천안시 서북구 두정로 156,버거킹,충청남도,천안시,서북구 두정로 156
천안불당점,충청남도 천안시 서북구 불당25로 176,버거킹,충청남도,천안시,서북구 불당25로 176
천안성성점,충청남도 천안시 서북구 성성8로 2-11,버거킹,충청남도,천안시,서북구 성성8로 2-11
충남도청점,충청남도 홍성군 청사로174번길 2,버거킹,충청남도,홍성군,청사로174번길 2
군산나운FS점,전라북도 군산시 대학로 362(나운동),버거킹,전라북도,군산시,대학로 362(나운동)
군산조촌DT점,전라북도 군산시 번영로 143,버거킹,전라북도,군산시,번영로 143
군산수송점,전라북도 군산시 월명로 262,버거킹,전라북도,군산시,월명로 262
원광대점,전라북도 익산시 무왕로 893,버거킹,전라북도,익산시,무왕로 893
익산영등점,전라북도 익산시 무왕로 1068,버거킹,전라북도,익산시,무왕로 1068
전북대점,전라북도 전주시 덕진구 권삼득로 295,버거킹,전라북도,전주시,덕진구 권삼득로 295
전주만성SK점,전라북도 전주시 덕진구 온고을로 441,버거킹,전라북도,전주시,덕진구 온고을로 441
전주송천DT점,전라북도 전주시 덕진구 동부대로 1030,버거킹,전라북도,전주시,덕진구 동부대로 1030
전주인후DT점,전라북도 전주시 덕진구 안덕원로 307,버거킹,전라북도,전주시,덕진구 안덕원로 307
전북도청점,전라북도 전주시 완산구 효자로 194,버거킹,전라북도,전주시,완산구 효자로 194
전주서신대광SK점,전라북도 전주시 완산구 서신로 56,버거킹,전라북도,전주시,완산구 서신로 56
전주중앙점,전라북도 전주시 완산구 팔달로 225,버거킹,전라북도,전주시,완산구 팔달로 225
정읍중앙점,전라북도 정읍시 남북로 28,버거킹,전라북도,정읍시,남북로 28
광양중동점,전라남도 광양시 중마중앙로 65,버거킹,전라남도,광양시,중마중앙로 65
광양LF스퀘어점,전라남도 광양시 광양읍 순광로 466 LF스퀘어,버거킹,전라남도,광양시,광양읍 순광로 466 LF스퀘어
나주빛가람점,전라남도 나주시 전력로 2,버거킹,전라남도,나주시,전력로 2
목포하당점,전라남도 목포시 비파로 50,버거킹,전라남도,목포시,비파로 50
전남도청점,전라남도 무안군 삼향읍 남악3로 71,버거킹,전라남도,무안군,삼향읍 남악3로 71
순천법원점,전라남도 순천시 왕지로 8-1,버거킹,전라남도,순천시,왕지로 8-1
여수웅천점,전라남도 여수시 예울마루로 37-15,버거킹,전라남도,여수시,예울마루로 37-15
경산하양오일뱅크점,경상북도 경산시 대경로 559,버거킹,경상북도,경산시,대경로 559
대구대점,경상북도 경산시 대구대로 201,버거킹,경상북도,경산시,대구대로 201
경산진량DT점,경상북도 경산시 진량읍 다문로 53,버거킹,경상북도,경산시,진량읍 다문로 53
경산사동점,경상북도 경산시 백자로 55,버거킹,경상북도,경산시,백자로 55
경주보문점,경상북도 경주시 엑스포로 80,버거킹,경상북도,경주시,엑스포로 80
경주터미널FS점,경상북도 경주시 강변로 158-3,버거킹,경상북도,경주시,강변로 158-3
경주용강DT점,경상북도 경주시 산업로 4494,버거킹,경상북도,경주시,산업로 4494
구미인의점,경상북도 구미시 인동중앙로 16,버거킹,경상북도,구미시,인동중앙로 16
구미시청FS점,경상북도 구미시 송정대로 40,버거킹,경상북도,구미시,송정대로 40
구미신평점,경상북도 구미시 구미대로 409,버거킹,경상북도,구미시,구미대로 409
구미도량DT점,경상북도 구미시 야은로 320,버거킹,경상북도,구미시,야은로 320
구미이마트점,경상북도 구미시 구미대로 256,버거킹,경상북도,구미시,구미대로 256
구미산동점,경상북도 구미시 산동읍 신당1로2길 7,버거킹,경상북도,구미시,산동읍 신당1로2길 7
김천혁신도시점,경상북도 김천시 혁신3로 17,버거킹,경상북도,김천시,혁신3로 17
김천교동DT점,경상북도 김천시 대학로 75(교동),버거킹,경상북도,김천시,대학로 75(교동)
경북상주점,경상북도 상주시 중앙로 186-2,버거킹,경상북도,상주시,중앙로 186-2
경북도청점,경상북도 안동시 검무로 4-8,버거킹,경상북도,안동시,검무로 4-8
안동중앙점,경상북도 안동시 문화광장길 40-6,버거킹,경상북도,안동시,문화광장길 40-6
안동옥동점,경상북도 안동시 경북대로 381,버거킹,경상북도,안동시,경북대로 381
경북영주가흥점,경상북도 영주시 대동로 24,버거킹,경상북도,영주시,대동로 24
포항버스터미널점,경상북도 포항시 남구 중흥로 96,버거킹,경상북도,포항시,남구 중흥로 96
포항철강단지SK점,경상북도 포항시 남구 대송로 290,버거킹,경상북도,포항시,남구 대송로 290
포항공대점,경상북도 포항시 남구 청암로 77,버거킹,경상북도,포항시,남구 청암로 77
포항법원앞DT점,경상북도 포항시 북구 신덕로 257,버거킹,경상북도,포항시,북구 신덕로 257
한동대점,경상북도 포항시 북구 흥해읍 한동로 558,버거킹,경상북도,포항시,북구 흥해읍 한동로 558
거제옥포점,경상남도 거제시 옥포로 161,버거킹,경상남도,거제시,옥포로 161
거제수월점,경상남도 거제시 수양로 471,버거킹,경상남도,거제시,수양로 471
거제고현점,경상남도 거제시 서문로5길 6,버거킹,경상남도,거제시,서문로5길 6
김해아이스퀘어몰점,경상남도 김해시 김해대로 2352,버거킹,경상남도,김해시,김해대로 2352
김해장유DT점,경상남도 김해시 반룡로 70,버거킹,경상남도,김해시,반룡로 70
김해내외점,경상남도 김해시 분성로 153,버거킹,경상남도,김해시,분성로 153
인제대점,경상남도 김해시 인제로 197 인제대학교,버거킹,경상남도,김해시,인제로 197 인제대학교
동김해DT점,경상남도 김해시 김해대로 2499,버거킹,경상남도,김해시,김해대로 2499
김해삼계점,경상남도 김해시 가야로 178,버거킹,경상남도,김해시,가야로 178
경남사천점,경상남도 사천시 사천읍 옥산로 30,버거킹,경상남도,사천시,사천읍 옥산로 30
